PassengerId,Survived
892,0.08481294
893,0.32981232
894,0.07793048
895,0.054922134
896,0.37947384
897,0.05219631
898,0.61301035
899,-0.120639965
900,0.9293084
901,-0.025264502
902,0.058154806
903,0.8143451
904,1.0465606
905,0.11487943
906,0.93566155
907,1.0280652
908,0.07380521
909,0.18661974
910,0.34664
911,0.9293766
912,0.21535136
913,0.2389824
914,0.7924553
915,0.22640139
916,1.0003337
917,0.17300867
918,1.0818585
919,0.18661974
920,0.674
921,0.44872975
922,0.1148794
923,-0.15017213
924,0.21507463
925,0.24316931
926,0.20823017
927,0.18664345
928,0.37614128
929,0.3753076
930,0.050863676
931,0.6995748
932,-0.0007724613
933,0.80113554
934,0.058341056
935,0.6020181
936,0.8491181
937,0.058036074
938,0.12402414
939,0.08456522
940,1.0225755
941,0.4238894
942,0.3661934
943,0.09392944
944,0.8988956
945,0.83786166
946,0.0977789
947,-0.014097795
948,0.058154806
949,0.059154414
950,0.1449818
951,1.3447833
952,0.058154806
953,0.020483732
954,0.05874773
955,0.61347175
956,0.4922585
957,0.6696826
958,0.6142144
959,0.06763053
960,0.093437776
961,0.83786166
962,0.61359215
963,0.058154806
964,0.376315
965,0.07771799
966,1.1150246
967,0.3978644
968,0.057528317
969,1.3171341
970,0.023517117
971,0.61359215
972,0.49751586
973,0.5445537
974,0.8143451
975,0.058154806
976,0.07533665
977,-0.0011969209
978,0.6142144
979,0.37614128
980,0.61359215
981,-0.05374603
982,0.458039
983,0.058646068
984,1.247346
985,0.057528317
986,0.054282896
987,0.05856148
988,1.0332383
989,0.058036074
990,0.3764134
991,0.057528317
992,1.1618446
993,0.11487943
994,0.08456522
995,0.058646068
996,0.23318799
997,-0.0001077801
998,0.084786735
999,0.08456522
1000,0.054679856
1001,0.023517117
1002,0.093969
1003,0.6137328
1004,1.5776091
1005,0.61148566
1006,1.0709238
1007,-0.0011969209
1008,0.18278196
1009,0.43577468
1010,-0.121814445
1011,0.6466175
1012,0.59580606
1013,0.08530905
1014,1.1335601
1015,0.0607811
1016,0.08456522
1017,0.49642944
1018,0.05856148
1019,0.90713215
1020,0.023517117
1021,0.057528317
1022,0.057528317
1023,0.09268529
1024,-0.070802495
1025,0.042966083
1026,0.058154806
1027,0.05832398
1028,0.18661974
1029,0.023517117
1030,0.37614128
1031,-0.04357837
1032,-0.07471821
1033,0.9067924
1034,0.4922585
1035,-0.073166385
1036,0.80113554
1037,0.010994211
1038,-0.07742721
1039,0.057528317
1040,0.80113554
1041,-0.084989235
1042,1.031261
1043,0.19041015
1044,0.06579964
1045,0.37810403
1046,-0.0042004436
1047,0.059561066
1048,1.2168654
1049,0.3764134
1050,0.80113554
1051,0.39778495
1052,0.61351174
1053,0.49751586
1054,0.59861624
1055,0.061804876
1056,0.023517117
1057,0.4873473
1058,0.90340596
1059,-0.004584536
1060,1.4936423
1061,0.37489864
1062,0.059561066
1063,0.18661974
1064,0.18335152
1065,0.18664345
1066,-0.0042004436
1067,0.86513954
1068,0.944019
1069,0.20242533
1070,0.8786596
1071,1.0524974
1072,0.023517117
1073,-0.22652926
1074,0.85688645
1075,0.08456522
1076,1.0812186
1077,0.013086066
1078,0.50378376
1079,0.049115255
1080,-0.045628905
1081,0.023517117
1082,0.1148794
1083,0.81434524
1084,0.016277969
1085,0.07380521
1086,-0.15834431
1087,0.05832398
1088,0.11534338
1089,0.37652344
1090,0.04055386
1091,0.3760544
1092,0.7390726
1093,0.016729608
1094,0.50522214
1095,0.8510689
1096,0.04055386
1097,0.052332655
1098,0.61359215
1099,0.04055386
1100,1.4936423
1101,0.058154806
1102,-0.0001077801
1103,0.061594427
1104,0.39703065
1105,0.6466175
1106,0.80376816
1107,0.06397332
1108,0.6142144
1109,0.6565337
1110,0.9233353
1111,0.057528317
1112,0.85774636
1113,0.057528317
1114,0.63212186
1115,0.05856148
1116,1.482451
1117,0.65614694
1118,0.05856149
1119,0.61359215
1120,0.020682052
1121,0.023517117
1122,0.346359
1123,0.76527095
1124,0.24407959
1125,0.08496892
1126,0.3120715
1127,0.05832398
1128,0.35069954
1129,0.18661974
1130,0.89287555
1131,1.0328654
1132,1.4936423
1133,0.85655403
1134,0.11534338
1135,0.05818855
1136,0.013544396
1137,0.40983063
1138,0.6696826
1139,-0.15834431
1140,0.6466175
1141,0.23169655
1142,0.8892429
1143,0.058036074
1144,0.09114601
1145,0.0517117
1146,0.050863676
1147,0.059561074
1148,0.08456522
1149,0.057528317
1150,0.6020181
1151,0.058646068
1152,0.122228876
1153,0.05832398
1154,0.8621102
1155,0.37810403
1156,0.087404296
1157,0.058154806
1158,0.43047547
1159,0.059561066
1160,0.37614128
1161,0.054922134
1162,-0.121814445
1163,0.08456522
1164,1.001088
1165,0.7623477
1166,0.18661974
1167,0.6466175
1168,0.04055386
1169,0.11487943
1170,0.09070072
1171,0.04055386
1172,0.3753076
1173,0.018361107
1174,0.61359215
1175,0.65614694
1176,0.4773243
1177,0.0607811
1178,0.0607811
1179,0.27296236
1180,0.18664345
1181,0.057528317
1182,0.20487851
1183,0.60992557
1184,0.18664345
1185,0.7692597
1186,0.050863676
1187,0.058154806
1188,1.2356423
1189,0.44872975
1190,-0.0004117787
1191,0.05832398
1192,0.058646068
1193,0.093969
1194,0.09070072
1195,0.054922134
1196,0.61359215
1197,1.313589
1198,0.3159234
1199,0.23631361
1200,0.6872225
1201,0.46189904
1202,0.054922134
1203,0.18661974
1204,0.059459403
1205,0.61359215
1206,0.8445255
1207,0.61351174
1208,0.10400189
1209,0.04055386
1210,0.058323964
1211,-0.15017213
1212,0.058646068
1213,0.18664345
1214,0.023517117
1215,0.80113554
1216,1.1669478
1217,0.061594427
1218,0.8786596
1219,-0.1276748
1220,0.11487943
1221,0.023517117
1222,0.8650378
1223,0.12402414
1224,0.18661974
1225,0.70743287
1226,0.058154806
1227,0.8143451
1228,0.023517117
1229,0.4163403
1230,-0.10594876
1231,0.18664345
1232,0.04055386
1233,0.059442334
1234,-0.049580827
1235,2.5695052
1236,0.016277969
1237,0.37669715
1238,0.023517117
1239,0.9293084
1240,0.020483732
1241,0.6696826
1242,1.0698298
1243,0.040553868
1244,0.39703065
1245,-0.032407418
1246,0.21507463
1247,0.8143451
1248,1.0962652
1249,0.058222324
1250,0.08456522
1251,0.4867885
1252,-0.049580827
1253,1.4454038
1254,0.6696826
1255,0.054922134
1256,1.1618446
1257,-0.045628905
1258,-0.0011982918
1259,1.0327804
1260,1.1124066
1261,0.09030214
1262,0.017324448
1263,0.8428501
1264,0.43047547
1265,0.023517117
1266,0.98167217
1267,1.3447833
1268,0.32531887
1269,0.033285454
1270,-0.058389366
1271,-0.0042004436
1272,0.08456522
1273,0.08496892
1274,0.4336267
1275,0.49642944
1276,0.024310708
1277,0.8737503
1278,0.058646068
1279,0.023517117
1280,0.08456522
1281,-0.04646869
1282,0.03663826
1283,0.7045839
1284,0.003428787
1285,0.04055386
1286,-0.043276787
1287,0.92484033
1288,0.082989186
1289,1.0754522
1290,0.058646068
1291,0.08451258
1292,0.9382762
1293,0.09070072
1294,1.1124066
1295,-0.024877936
1296,0.42643082
1297,0.090313554
1298,0.009699598
1299,0.26582327
1300,0.6134516
1301,0.39778495
1302,0.61359215
1303,0.9554689
1304,0.37652344
1305,0.057528317
1306,0.89410293
1307,0.0607811
1308,0.057528317
1309,0.44073796
